Year,Genre encoded,Votes encoded,Director encoded,Actor 1 encoded,Actor 2 encoded,Actor 3 encoded,Predicted_Rating
1967,6.6,6.2,6.9,7.1,5.9,5.4,6.9573607
1979,6.0,6.3,6.8,6.8,6.1,5.9,6.7898703
1980,6.1,5.7,6.1,5.8,5.4,5.3,5.6265473
1993,5.9,4.9,5.8,5.3,5.6,4.9,4.650948
1946,5.8,5.8,5.8,5.8,6.0,5.8,5.8068933
2021,5.9,4.4,5.0,5.0,5.0,5.0,4.7705455
1987,5.6,5.7,5.3,5.3,5.6,5.7,4.949917
2001,6.0,5.8,5.8,5.8,5.9,5.9,5.814088
1969,6.0,5.8,5.7,6.0,6.0,5.9,5.8005257
1948,6.0,5.8,5.9,6.0,5.9,5.9,5.7826366
1964,6.0,5.8,5.9,5.8,5.9,5.8,5.7782974
1969,5.7,5.7,7.0,6.1,6.3,6.4,6.6487403
1939,6.0,5.8,5.8,6.0,5.9,5.9,5.7912493
1990,6.5,8.3,7.3,6.7,7.3,6.3,8.213028
2002,6.0,6.8,5.6,5.1,6.0,6.3,6.3993726
2021,6.0,5.8,6.9,5.8,5.8,6.2,6.0664573
1936,6.0,5.7,5.9,5.8,5.9,5.9,5.9221287
2004,5.6,5.5,5.7,5.3,4.9,4.9,4.7239
1943,6.0,5.8,6.1,6.1,5.9,5.9,5.8101587
2005,6.0,6.0,5.2,5.4,5.2,5.3,5.427565
1985,5.5,5.7,5.8,6.1,5.9,6.8,6.051636
2000,5.5,5.4,5.4,5.6,5.9,5.5,5.1052914
1989,5.9,6.3,5.9,5.3,5.7,5.1,5.6319976
1992,5.7,5.7,4.9,5.5,5.1,4.7,4.5414915
1949,5.7,5.8,5.8,5.8,5.6,5.8,5.791801
2016,6.0,5.8,5.8,6.0,5.9,5.9,5.7936525
1981,6.0,5.8,5.8,6.0,5.9,6.4,5.8223553
1983,5.6,5.4,5.8,4.9,4.9,4.9,4.6553907
2012,5.8,5.6,5.8,4.8,6.1,6.1,5.7173395
2017,6.0,7.8,7.2,7.7,6.0,6.7,7.834417
1983,5.8,5.8,5.8,5.8,5.8,5.8,5.818438
1998,5.6,6.0,4.5,5.3,4.5,5.7,4.718288
2003,6.0,5.7,4.9,5.9,3.7,4.8,4.196876
2019,5.9,5.8,5.8,6.5,5.8,5.8,5.8322124
2008,6.4,6.1,7.1,6.0,5.9,5.9,6.7539062
1999,6.0,6.0,5.7,6.1,6.2,5.4,5.9541025
1936,6.0,5.8,5.9,6.0,5.9,5.9,5.7884727
1934,6.0,5.8,5.9,5.8,5.8,5.8,5.7946625
2021,6.0,5.8,6.1,5.8,5.8,5.7,5.736647
1976,5.9,5.5,5.8,5.3,5.6,6.1,5.458658
2014,5.0,5.1,5.2,5.1,5.6,5.1,4.774315
2016,6.0,5.8,5.8,5.9,5.8,5.8,5.7960687
2019,6.4,5.8,5.8,6.0,5.9,5.9,5.803898
1959,5.7,5.8,5.9,6.0,5.9,5.9,5.7782345
1975,6.5,5.9,6.2,6.1,6.6,6.3,6.6184516
1998,6.0,5.8,5.2,5.2,5.4,5.7,5.449819
1967,6.0,5.8,5.8,5.8,5.9,5.9,5.778694
1991,5.6,5.7,3.6,5.7,4.9,6.0,3.944961
1966,6.4,5.3,6.1,7.0,6.9,6.1,6.957651
2019,5.1,5.8,5.9,6.0,5.9,5.9,5.8165274
1960,5.5,5.8,5.8,5.9,5.8,5.8,5.763524
1937,6.0,5.8,5.8,6.0,5.9,5.9,5.790933
1993,5.9,5.4,5.1,5.3,5.3,4.8,4.5538387
1997,5.7,5.8,5.8,5.8,6.2,5.9,5.8399177
1992,5.9,4.3,6.3,5.5,4.8,5.2,4.649658
2001,5.6,5.8,5.8,5.8,5.9,5.9,5.816974
2014,5.8,6.6,6.8,5.6,6.4,7.5,6.8633327
2013,5.9,5.6,5.6,5.6,5.6,5.6,5.4204288
2005,6.0,5.8,5.8,5.8,5.8,5.9,5.807213
2020,6.0,5.8,5.8,5.9,5.8,5.8,5.79484
1997,5.6,5.8,5.9,5.6,6.2,5.8,5.8193827
2018,6.4,6.1,6.3,6.0,5.9,5.9,6.2218633
2015,5.6,5.6,5.5,4.7,4.7,4.5,4.670906
2014,5.4,3.6,4.1,5.6,4.1,4.1,3.6152358
1945,6.0,5.8,5.8,5.8,5.9,5.8,5.7810845
1993,5.5,5.6,5.3,5.0,5.2,5.0,4.67328
2003,4.7,5.5,2.6,5.0,2.6,5.9,2.4718816
2019,6.0,5.8,6.1,5.4,6.1,5.4,5.7740564
2005,5.7,5.8,5.8,5.8,5.9,5.9,5.8112187
2021,6.4,6.0,8.1,8.1,8.1,8.1,8.104225
1975,6.0,5.7,6.4,5.6,6.3,6.3,6.347119
1986,5.9,5.6,5.4,5.9,5.0,5.7,5.201436
2018,6.0,6.6,5.1,5.9,4.9,5.9,5.7715907
2001,5.9,5.7,6.2,4.6,4.5,5.4,5.356133
1998,5.6,5.8,5.8,5.8,5.6,5.8,5.818033
1985,5.8,5.7,6.6,5.6,5.5,5.7,5.8239503
1975,5.5,5.7,6.1,6.7,6.4,6.6,6.6117654
2017,6.4,5.8,5.8,5.8,5.8,5.8,5.8039546
2010,5.3,6.1,6.3,6.3,5.0,6.1,6.057161
2019,5.8,5.8,5.3,5.4,4.6,5.8,5.4701505
1958,6.0,5.8,6.0,5.8,5.9,6.0,5.7994566
1989,6.0,5.6,5.5,5.5,5.9,5.9,5.3871117
1961,5.4,5.7,3.9,5.8,5.8,5.5,4.592975
1934,6.0,5.8,5.8,3.9,5.8,5.8,4.9977293
2015,6.4,5.7,6.5,6.6,5.9,5.9,6.4079995
2013,6.0,6.7,6.8,5.8,5.8,5.8,6.387441
1997,5.6,5.8,5.8,4.5,5.7,5.7,5.5343637
2002,5.6,5.4,6.0,6.0,6.2,4.4,5.1249247
2021,6.0,5.8,5.8,5.8,5.8,5.8,5.79484
2000,6.0,5.7,3.4,5.0,6.3,4.0,3.32225
2011,6.5,5.7,6.5,6.5,5.9,5.9,6.364946
1934,6.0,5.8,5.8,5.8,5.8,5.8,5.7946625
1938,6.0,5.8,6.0,6.2,6.2,6.2,6.0096965
1938,6.0,5.8,5.8,6.0,5.9,5.9,5.7912493
1947,5.7,5.8,6.2,5.4,6.0,4.1,5.1343904
1981,6.0,5.8,5.8,5.8,5.9,5.8,5.8042073
2012,5.7,6.1,4.4,5.7,4.9,4.4,4.597338
1960,6.1,5.7,6.0,6.2,6.2,6.1,6.1379523
1966,6.2,6.2,6.6,5.9,6.9,6.4,7.02534
2003,5.6,5.7,3.1,4.5,5.2,3.1,2.882083
1992,5.9,5.6,3.7,3.7,5.5,5.8,3.9544811
2015,6.0,6.1,6.5,6.3,7.2,6.2,6.944174
1967,6.1,5.7,6.5,6.0,6.3,6.3,6.41116
1952,6.0,5.8,5.8,6.0,5.9,5.9,5.7826366
1992,5.7,5.8,5.9,6.0,5.9,5.9,5.809125
2019,4.8,6.1,4.6,4.1,4.1,4.1,4.0553246
2014,5.8,5.2,4.1,5.6,3.8,3.8,3.8646665
1947,6.0,5.8,5.9,5.8,5.9,5.9,5.7845483
1999,5.7,5.8,5.8,5.8,5.8,5.9,5.818337
1963,5.7,6.3,6.0,6.0,6.5,6.5,6.5703216
2004,5.6,5.8,5.8,5.8,5.8,5.9,5.8271027
2020,5.7,5.8,5.8,5.8,5.8,5.8,5.796472
2021,6.0,5.8,5.8,5.3,5.5,5.8,5.8229322
1986,5.7,5.8,5.8,5.8,6.2,6.3,5.873849
2003,6.0,8.1,7.1,7.1,5.6,6.2,8.134642
1984,6.0,6.2,7.1,6.3,6.9,7.6,7.414542
1994,5.3,6.5,5.6,5.5,5.8,5.0,5.8627176
2019,6.4,5.8,5.8,6.0,5.9,5.9,5.803898
2016,5.6,6.2,6.4,6.0,6.2,6.8,6.637756
1974,6.0,6.6,6.6,5.7,6.2,6.0,6.9008656
2017,6.4,5.8,5.8,6.0,5.9,5.9,5.803898
2005,5.7,5.8,3.2,3.2,3.6,4.5,3.0994825
1953,6.0,5.8,5.9,6.1,6.0,5.9,5.808728
1950,6.2,6.0,5.9,6.0,6.8,6.2,6.6007266
1943,6.0,5.8,5.8,6.0,5.9,5.9,5.7945795
2016,4.7,4.1,4.4,3.1,3.1,5.1,2.9395683
2015,6.0,8.2,7.1,5.4,6.0,7.6,8.030222
2009,5.6,4.6,6.2,6.0,5.1,5.1,4.879073
1996,5.8,6.2,5.4,5.6,4.6,4.6,4.8182216
2005,5.5,4.6,7.3,7.3,7.3,7.0,7.062988
1980,5.5,5.4,5.2,6.4,6.2,6.6,5.85378
2015,6.0,5.7,5.0,5.0,5.0,5.0,4.821644
1944,5.6,5.8,5.8,5.8,5.8,5.8,5.7598634
2006,5.9,5.9,3.8,3.5,3.6,4.0,3.5774348
2019,5.6,5.8,6.2,6.0,5.9,5.9,5.805491
2019,5.5,5.8,5.8,5.8,5.9,5.9,5.789471
1986,5.6,5.8,6.3,6.4,6.9,6.1,6.4195375
1937,6.0,5.8,5.8,6.0,5.9,5.9,5.790933
1982,6.0,5.8,6.0,6.3,6.7,5.8,6.119158
1988,5.7,5.8,5.9,6.0,5.9,5.9,5.7957325
2015,6.3,7.2,6.9,5.7,6.1,5.3,7.161596
1999,6.0,5.8,5.8,5.8,5.8,5.8,5.8195853
1979,5.5,5.4,6.0,6.1,6.2,5.8,5.835362
2000,5.6,5.8,6.0,5.3,5.8,5.0,5.6275964
2002,5.6,6.0,4.9,6.6,4.9,5.7,5.623188
2016,5.7,5.8,5.5,5.8,5.8,5.8,5.78092
1996,6.7,6.4,6.3,6.2,6.4,7.2,6.9422393
1952,6.0,5.8,5.9,5.9,5.9,6.1,5.7867393
1960,5.7,6.3,6.1,6.3,6.5,6.1,6.558691
1994,5.5,5.4,4.8,5.5,5.0,5.1,4.4361477
1956,6.0,5.8,5.8,5.9,6.0,5.9,5.801709
1975,6.0,5.8,5.8,5.8,5.7,5.9,5.7871923
2013,5.5,6.2,6.0,6.0,6.2,6.2,6.290603
1974,5.7,5.8,5.8,6.0,6.2,5.8,5.8648014
1938,6.0,5.8,5.8,6.0,5.9,5.9,5.7912493
1958,6.2,5.6,6.6,6.0,6.4,6.4,6.612296
1987,6.0,6.2,6.2,5.9,4.0,5.9,5.383259
1953,6.1,5.8,5.8,6.1,6.2,6.0,5.8234963
1998,5.9,5.8,6.7,6.7,6.2,6.2,6.406239
2022,5.8,5.8,5.8,5.4,5.9,5.9,5.78404
2019,6.3,5.8,5.9,6.0,5.9,5.9,5.8204837
2020,6.0,6.5,9.6,6.8,9.6,9.6,8.674192
1952,5.7,5.7,6.1,6.4,6.1,6.1,6.3785067
1982,6.0,6.4,7.1,6.3,5.9,6.8,7.0762005
2017,6.0,5.7,6.8,5.8,6.8,6.8,6.7273154
1991,5.3,6.1,5.2,5.8,5.4,5.3,5.4162097
1971,6.0,5.7,5.8,6.0,6.0,5.9,5.9658847
2020,6.0,5.8,5.8,5.8,4.1,5.8,5.7302213
1996,5.7,5.9,7.7,7.0,7.0,5.6,7.4725323
1993,5.7,5.9,4.9,5.3,5.1,5.6,5.039448
2019,6.4,6.1,9.3,9.3,9.3,7.0,9.347529
1995,6.0,5.8,5.8,5.6,6.0,6.1,5.817406
2017,5.7,5.8,5.3,5.9,6.0,5.8,5.7893295
1948,6.0,5.8,5.8,6.2,5.8,6.1,5.8228188
1987,6.0,5.8,5.8,6.3,6.0,5.8,5.844948
2018,5.4,5.6,5.8,5.6,6.3,5.7,5.6609592
1960,6.0,5.8,5.8,5.8,5.8,5.9,5.7773848
1984,6.0,5.8,5.8,6.0,5.8,5.8,5.806232
1972,5.9,5.7,6.0,5.8,6.2,5.6,5.9094563
1988,5.9,6.0,5.7,6.3,5.5,4.9,5.5238056
1981,5.6,5.7,6.4,5.8,5.6,5.9,5.780123
1977,6.1,5.8,5.6,5.3,5.9,5.7,5.588114
2013,5.7,6.9,5.9,4.6,6.9,5.8,6.4337926
1957,5.7,6.1,6.4,6.7,7.5,6.4,7.406434
2021,6.0,5.8,5.8,5.1,5.8,5.8,5.8025837
2019,6.0,5.5,5.7,5.8,5.7,5.7,5.8296566
1994,5.5,4.4,5.2,5.6,5.7,4.4,4.5008454
1969,6.1,5.8,6.6,6.0,6.7,6.1,6.3215957
1952,6.0,5.8,5.8,6.0,5.9,5.9,5.7826366
1998,5.6,5.8,4.1,5.2,5.3,5.4,4.789638
1980,6.4,5.8,5.8,6.0,5.9,5.9,5.831197
2004,5.6,4.8,5.0,4.8,6.1,5.6,4.5306087
2005,6.2,6.6,5.4,5.6,4.9,5.9,6.216313
2016,6.0,8.0,4.8,5.0,8.6,6.0,7.7576466
1937,6.0,5.8,6.1,5.8,5.8,6.3,5.8503513
2014,5.5,6.1,5.5,5.9,5.7,6.1,5.8741426
1983,5.7,5.6,7.1,6.3,6.7,6.6,7.063434
2002,5.5,6.0,6.9,6.0,6.4,7.2,6.892976
2002,5.8,5.8,5.8,5.8,5.8,4.8,5.7131376
1972,5.6,5.8,5.8,5.8,5.8,5.9,5.778764
2019,6.0,5.8,5.8,5.8,5.8,5.8,5.7960687
1935,6.0,5.8,5.8,5.8,5.8,5.9,5.790787
1989,6.1,6.2,6.6,5.6,5.3,5.4,5.8526287
1989,5.6,5.8,6.4,5.7,5.9,5.4,5.8238983
1977,5.9,6.4,6.4,6.4,6.2,5.8,6.7124715
1978,6.0,5.8,5.8,5.8,5.8,5.8,5.796773
2000,5.7,5.4,6.2,5.3,5.5,5.8,5.553667
1966,5.7,6.0,6.5,6.7,6.8,5.8,6.7889085
2020,6.0,5.7,7.5,7.5,7.5,7.5,7.599474
1974,5.9,6.1,5.6,6.8,6.3,6.2,6.504697
2001,5.5,6.8,7.0,6.3,5.6,6.2,6.8577104
1956,6.0,5.8,5.8,5.8,5.8,5.9,5.77587
1959,6.0,5.8,6.2,6.4,6.2,6.0,6.117508
1964,6.3,5.8,6.2,5.8,5.8,5.8,5.8240094
2015,6.0,5.6,7.6,6.0,5.9,5.9,7.491059
1989,5.9,5.5,5.7,5.7,5.6,4.9,4.964008
2010,6.4,5.7,6.4,6.0,5.9,5.9,6.2172413
2013,5.9,4.4,5.3,5.3,5.2,4.6,4.5997777
1978,5.5,5.7,6.1,6.4,6.7,6.3,6.635535
1968,6.0,5.8,6.0,6.1,7.0,5.8,6.0570188
1993,6.0,5.8,5.8,6.3,7.3,4.7,5.917157
1987,6.1,6.0,5.6,5.3,5.6,5.4,5.485682
2012,6.1,3.5,5.0,4.2,5.8,3.5,3.5905151
2001,5.3,5.8,5.8,6.1,5.4,5.4,5.724954
2019,6.0,5.8,6.7,5.8,5.2,5.8,5.871444
1946,6.0,5.8,6.1,6.0,5.9,5.9,5.784352
1946,6.0,5.8,5.8,5.9,5.9,5.9,5.7880454
2019,5.6,5.8,5.8,5.8,5.8,5.8,5.796714
1979,6.0,5.7,6.0,5.7,5.8,6.0,5.770219
1956,5.7,5.4,6.0,5.9,5.7,6.5,5.8920794
2016,6.4,5.7,6.3,4.2,5.1,6.6,5.5471144
2019,5.8,5.9,5.4,5.0,5.0,5.4,5.3217936
1948,5.7,5.7,5.9,6.1,7.4,7.4,7.3167834
1991,5.6,5.8,5.8,5.8,6.4,5.8,5.7937236
1956,6.0,5.8,6.0,5.8,5.9,6.2,5.8085623
1935,6.0,5.8,5.8,5.8,5.9,5.8,5.7917
1998,6.8,7.7,6.8,6.9,6.4,6.7,7.629903
1943,5.3,5.8,5.8,6.0,5.9,5.8,5.741944
1954,6.1,5.8,5.9,6.4,6.5,6.4,6.1763015
1952,5.5,5.8,6.4,5.8,5.8,5.8,5.8091397
1985,5.4,6.5,6.2,6.3,5.7,6.6,6.70359
2018,6.4,5.8,5.8,6.0,5.9,5.9,5.803898
1943,6.0,5.8,5.8,6.0,5.9,5.9,5.7945795
2009,6.4,5.8,5.8,6.0,5.9,5.9,5.8309846
1993,5.6,5.7,5.2,5.3,5.3,5.9,4.981888
1960,6.0,5.8,5.9,5.8,6.0,5.8,5.7973824
1963,6.0,5.8,6.0,6.3,6.1,6.4,6.0357504
2013,5.8,5.8,5.8,6.0,5.9,5.9,5.7943273
1952,6.0,5.8,6.0,6.0,5.9,6.5,5.940549
1988,6.0,5.8,5.8,5.8,5.8,5.8,5.7987556
1990,5.5,5.8,6.0,5.3,6.0,5.4,5.4862113
1985,6.1,6.5,6.0,6.4,6.2,6.3,6.791042
2003,6.0,6.0,5.0,6.3,6.6,6.4,6.150954
2001,8.1,8.1,6.3,6.9,6.3,6.9,8.142428
1934,6.0,5.8,5.8,5.8,5.8,5.8,5.7946625
2005,6.0,5.8,4.4,4.4,4.4,4.4,4.3508306
1989,6.2,5.8,5.7,5.8,6.2,6.3,5.8278675
2018,5.7,5.8,5.8,5.8,5.8,5.8,5.797701
1971,6.1,5.8,6.0,5.8,5.8,5.7,5.7640247
1973,5.5,6.1,5.5,5.7,5.8,5.9,5.8271914
1995,5.5,7.6,5.9,6.0,6.5,5.8,7.4137206
1945,6.0,5.8,5.8,6.0,5.9,5.8,5.779173
2010,5.6,6.2,3.6,3.6,5.0,4.0,3.6295784
2013,5.8,5.8,6.8,6.8,5.9,5.9,6.2014127
1955,5.6,5.8,5.8,5.8,6.2,5.8,5.8133354
2016,6.0,6.0,5.3,5.9,4.7,4.7,5.089329
1981,6.6,6.2,5.2,6.1,6.0,6.1,6.425552
2003,5.7,5.1,4.8,4.3,6.6,4.5,4.483253
2003,5.3,5.7,5.3,5.6,5.8,5.8,5.488752
2004,5.8,6.0,4.8,4.4,4.4,5.3,4.230351
1964,6.0,5.8,6.0,6.5,6.1,6.8,6.3098884
2019,5.7,5.8,5.8,5.8,5.8,5.4,5.786401
2000,5.7,6.5,5.2,4.8,5.1,4.7,5.456698
2021,6.1,7.5,7.5,6.4,7.2,6.4,7.429661
1935,6.0,5.8,5.8,6.0,5.8,5.8,5.7920885
2013,5.6,6.0,5.8,6.0,6.3,5.4,5.932533
1986,6.1,5.7,5.4,6.0,5.1,5.7,5.2518873
2012,5.6,5.7,3.2,4.6,4.5,4.8,3.7761662
1985,5.8,5.8,5.8,6.2,5.8,5.9,5.8464084
2021,5.8,5.8,5.8,5.8,5.8,5.8,5.7955146
2005,5.6,5.7,4.7,4.5,5.7,5.9,4.6591024
1988,5.6,5.8,5.6,5.7,5.3,5.9,5.5696607
2006,5.1,4.8,5.3,5.4,4.3,4.4,4.093306
1945,6.0,5.8,6.5,6.2,6.2,6.2,6.185538
1991,5.5,6.8,6.4,6.0,5.4,4.9,5.927716
1993,5.5,5.9,5.9,6.1,6.5,6.0,6.0200353
1953,6.0,5.8,5.8,5.8,6.2,5.7,5.8119693
1983,5.8,5.7,6.2,6.0,6.5,7.8,7.2870297
2020,5.7,5.8,5.8,5.8,5.8,5.8,5.796472
2004,5.8,6.2,5.5,5.6,5.6,6.4,5.8181386
2011,5.9,5.3,5.3,4.2,5.5,5.2,4.6489496
2017,6.0,5.8,7.2,7.2,7.2,7.2,7.1863527
2001,6.0,5.8,5.3,5.0,5.0,5.4,5.387652
2020,6.0,5.8,5.8,5.8,5.8,5.8,5.79484
1986,6.0,5.8,5.8,6.1,5.8,6.1,5.8228865
2021,5.9,6.7,7.1,6.7,6.7,6.7,6.870428
2005,5.6,6.4,5.5,6.0,6.3,5.4,6.159841
1996,5.5,5.2,5.6,5.4,4.9,6.0,5.13143
2021,5.6,5.8,6.4,5.8,6.4,5.7,5.896048
1957,6.0,5.8,6.2,5.8,5.8,5.9,5.7650547
1990,5.6,5.1,5.3,5.6,6.9,4.9,5.443607
1986,5.9,6.5,5.3,5.3,5.8,5.4,6.118788
2000,5.7,5.8,5.7,2.8,4.9,4.2,3.8676178
1995,5.6,5.8,5.8,5.5,5.8,6.1,5.781019
1935,6.0,5.8,5.8,5.8,5.9,5.9,5.793161
2018,6.0,6.3,6.6,6.6,6.6,6.6,6.8177752
1985,6.2,5.7,5.4,5.3,5.5,4.3,4.6493726
1970,5.6,5.8,5.8,6.4,6.0,6.0,5.9020047
1987,5.3,6.4,5.3,5.8,5.5,5.1,5.723997
2011,5.7,6.0,5.7,5.8,6.9,5.7,6.1406746
2002,6.4,3.7,4.8,5.5,4.8,4.5,3.5818145
1949,6.0,5.8,5.8,5.8,6.0,6.0,5.809999
1988,5.3,5.4,6.1,6.1,5.9,6.4,6.097833
1980,5.9,6.0,5.8,6.3,5.6,6.1,6.1042066
1988,6.0,5.8,5.8,6.0,5.9,5.9,5.795345
2014,5.7,5.8,5.8,5.8,5.8,5.8,5.797701
1959,6.0,5.8,5.8,5.8,5.8,5.8,5.78126
2001,5.6,6.0,5.7,5.7,5.4,5.8,5.7793875
2020,6.4,5.8,5.8,6.0,5.9,5.9,5.802669
1939,6.0,5.8,5.8,6.0,5.9,5.9,5.7912493
1964,6.1,5.8,6.1,5.7,6.3,5.5,5.833795
2013,5.6,5.9,5.5,5.9,5.9,5.9,5.829526
1933,6.0,5.8,5.8,5.8,5.8,5.9,5.790787
2010,7.0,5.9,7.3,6.0,5.9,5.9,7.073536
1967,6.0,6.8,7.1,6.5,6.1,6.4,7.1177006
2019,5.4,3.0,4.4,5.3,5.4,3.6,3.4599245
1953,6.1,5.7,6.4,6.7,6.0,6.4,6.756567
1973,6.0,5.8,6.8,7.0,6.8,6.1,6.790018
2005,5.7,5.7,4.4,3.9,4.0,5.0,3.9440284
1970,6.0,5.8,5.9,5.8,6.3,5.8,5.836182
1984,5.5,6.2,5.5,6.4,6.3,6.8,6.600815
1947,6.1,5.8,6.6,5.9,6.2,6.4,6.2687225
2014,6.0,5.1,5.8,6.3,5.8,5.8,5.6893797
1962,6.1,5.7,6.5,6.0,7.3,6.2,6.8761764
1998,5.1,4.8,5.2,4.8,5.1,4.7,4.304391
2020,6.3,8.2,8.2,8.2,8.4,8.2,8.171442
2004,4.9,5.7,4.4,4.4,4.4,4.4,4.0412526
1952,5.9,6.2,7.6,7.3,7.4,7.6,7.8620934
1941,5.8,5.8,5.8,5.8,5.8,5.8,5.8006105
1943,6.0,5.8,6.0,5.8,6.2,5.8,5.8483744
1957,6.1,5.8,5.9,5.8,6.4,5.1,5.796614
1944,5.9,5.8,5.8,5.8,5.8,5.8,5.7716975
2005,5.1,4.3,4.7,5.4,3.7,5.6,3.7072532
1989,5.6,5.8,5.2,5.4,5.0,4.4,4.758107
2000,5.4,6.4,5.5,4.6,4.9,6.1,5.378706
1998,5.3,5.5,4.6,4.3,4.2,5.4,3.8135521
1964,5.9,6.2,6.6,6.5,6.2,6.3,6.915227
2010,4.7,5.4,3.9,4.9,3.9,5.0,3.7174838
1972,5.6,5.4,6.6,5.7,5.8,5.8,5.521532
1993,5.7,5.8,5.9,6.0,5.9,5.9,5.809894
1977,5.8,5.8,5.8,5.7,5.8,6.0,5.764386
2021,6.4,5.8,5.8,5.8,6.6,6.2,5.882846
2018,6.1,5.8,5.8,5.8,5.8,5.9,5.788321
1984,6.0,5.8,5.9,5.6,5.8,5.8,5.7876315
1997,5.6,5.8,5.8,5.8,5.8,5.8,5.8128624
1933,6.0,5.8,5.8,5.8,5.8,5.8,5.7946625
2019,5.5,3.5,5.1,5.5,3.5,5.1,3.3952715
2006,5.4,3.3,5.2,3.3,5.0,4.7,3.0487182
1992,6.3,6.2,6.3,5.3,5.7,6.0,6.314998
1995,4.2,6.1,5.1,5.7,5.7,5.3,5.0491276
1956,6.0,5.8,6.1,5.8,5.8,5.8,5.753877
1967,5.6,5.7,6.2,6.2,5.6,6.4,6.0883284
1928,6.0,5.8,5.7,5.8,5.8,5.8,5.7922873
1998,5.6,6.6,4.2,4.6,5.1,5.6,4.786367
1994,5.3,5.5,5.1,5.3,5.6,5.4,4.646942
2006,5.8,6.7,4.4,4.5,5.2,4.2,4.460976
1969,5.9,6.4,6.3,5.3,6.4,6.2,6.664615
1965,5.7,5.8,6.1,5.8,5.8,5.9,5.76169
1990,5.6,5.8,6.0,5.8,5.9,5.9,5.77523
2009,5.7,6.8,6.8,5.5,6.1,5.5,6.7587113
1937,6.0,5.8,5.9,5.6,5.9,5.9,5.7553744
2010,5.7,5.5,2.7,2.7,2.7,5.4,2.4251049
1982,5.6,5.8,6.3,6.3,5.7,5.9,5.8561416
1937,6.0,5.8,5.8,5.8,5.8,5.8,5.7946625
1973,6.1,6.3,6.1,5.6,6.0,6.4,6.3940034
2011,6.0,5.8,5.8,5.0,5.8,5.8,5.8092
2009,5.9,5.7,4.7,4.8,4.6,4.5,4.540069
2000,5.3,5.4,5.6,5.5,5.9,5.9,5.353593
1984,5.6,5.7,3.2,4.9,3.2,5.6,3.0665333
1994,5.7,5.8,5.8,5.8,5.8,5.8,5.810973
2010,5.5,5.6,5.3,4.4,5.3,5.6,4.536806
1999,6.0,5.8,5.8,5.6,4.8,5.8,5.7063527
2014,5.8,6.0,4.8,5.3,3.6,4.7,4.2422886
1963,6.4,7.7,7.2,6.0,6.4,5.3,8.025219
2005,5.4,5.7,5.3,4.7,5.3,4.6,4.4648123
1960,5.8,5.8,5.9,5.8,5.9,5.8,5.7777276
1966,5.7,5.7,5.9,5.8,6.3,6.8,6.2978787
2015,6.0,6.4,6.0,4.2,4.2,4.2,4.4036794
1980,6.0,5.7,6.2,5.8,6.4,6.4,6.3174124
2004,5.8,5.8,5.8,5.8,5.8,6.2,5.827594
1955,6.0,5.8,5.9,5.6,5.4,6.5,5.8367043
1958,6.0,6.2,5.7,7.7,7.0,7.3,7.7597146
1992,5.9,5.9,5.3,5.1,5.6,5.2,5.275497
1995,5.4,4.3,5.4,4.8,4.9,4.6,4.2192006
1992,5.6,5.8,5.8,5.8,5.8,5.9,5.8074775
1975,6.0,5.8,5.8,5.8,5.8,5.8,5.789436
1947,6.4,5.7,6.4,6.5,7.4,6.8,7.325197
2015,5.6,5.8,5.8,5.8,5.8,5.8,5.796714
1987,6.0,5.8,5.9,6.0,5.9,5.9,5.79178
1978,5.9,5.7,6.6,6.2,6.2,6.1,6.592296
1967,5.9,6.2,5.6,6.3,7.0,6.4,6.726701
1981,5.0,5.7,5.5,4.8,5.5,5.4,4.5604463
1980,6.1,5.7,6.4,5.3,6.1,6.4,6.1859207
2011,5.4,2.9,5.2,5.3,5.1,4.9,3.1609488
2019,5.7,5.7,5.1,5.3,3.5,3.5,3.6719105
2020,5.7,5.4,6.1,6.1,6.1,6.1,6.05548
2000,5.7,5.8,5.7,5.7,5.9,5.9,5.803146
1933,6.0,5.8,5.8,5.8,5.8,5.8,5.7946625
1990,5.7,5.8,5.6,5.2,5.4,6.8,5.7757745
2017,6.0,5.8,5.9,5.9,5.9,5.9,5.795562
1978,6.1,5.6,6.6,6.3,6.7,5.4,6.625559
2014,5.2,4.8,3.6,5.1,6.1,5.2,3.6813028
1978,6.0,5.7,6.5,6.3,6.4,5.6,6.380602
2011,5.9,5.8,5.2,5.7,5.8,5.3,5.736289
1984,5.5,5.1,5.9,6.6,6.6,5.4,5.99249
1987,5.6,5.4,5.2,5.7,5.6,5.3,5.1434817
2020,5.8,5.2,5.1,5.1,5.1,5.1,4.904594
2010,6.0,5.8,5.6,6.0,5.9,5.9,5.7716665
1964,5.7,5.8,6.1,6.6,6.3,6.0,6.1276317
2013,6.1,5.8,5.1,5.7,5.0,5.9,5.3685107
1955,5.7,5.8,5.9,6.0,5.9,5.9,5.777305
1982,6.4,6.4,5.2,5.3,6.5,6.2,6.2691026
1978,5.8,5.8,6.5,6.3,5.8,6.3,6.09031
1980,6.0,5.8,5.2,5.8,5.9,5.9,5.5807633
1988,6.0,5.8,5.8,6.1,5.8,6.2,5.8103313
1944,6.1,5.8,6.6,5.9,5.8,6.4,5.9878106
1968,6.0,5.8,5.8,5.8,6.2,5.9,5.8242393
2019,6.0,5.4,5.4,5.6,5.4,6.8,5.785925
